Year,AverageTemperature,MinimumTemperature,MaximumTemperature,State,Country
1778,8.573,-5.169,23.394,Rostov,Russia
1778,4.408,-10.192,19.533,Ryazan',Russia
1778,3.714,-13.105,20.619,Samara,Russia
1778,5.108,-11.174,21.818,Saratov,Russia
1778,-4.337,-21.306,11.484,Saskatchewan,Canada
1778,4.757,-8.397,18.416,Smolensk,Russia
1778,14.488,6.73,23.593,South Carolina,United States
1778,3.791,-9.393,17.57,South Dakota,United States
1778,9.488,-3.154,23.348,Stavropol',Russia
1778,4.977,-9.766,20.23,Tambov,Russia
1778,2.862,-13.245,19.399,Tatarstan,Russia
1778,11.112,2.483,21.355,Tennessee,United States
1778,4.639,-9.266,19.123,Tula,Russia
1778,3.819,-9.692,18.021,Tver',Russia
1778,1.712,-14.284,18.376,Udmurt,Russia
1778,3.619,-12.467,20.001,Ul'Yanovsk,Russia
1778,2.76,-8.104,15.39,Vermont,United States
1778,10.091,1.396,20.511,Virginia,United States
1778,3.974,-10.504,19.097,Vladimir,Russia
1778,6.966,-8.356,23.064,Volgograd,Russia
1778,1.803,-12.545,17.179,Vologda,Russia
1778,6.285,-8.236,21.256,Voronezh,Russia
1778,8.158,-0.833,18.851,West Virginia,United States
1778,3.061,-10.203,16.404,Wisconsin,United States
1778,3.692,-2.824,13.939,Wyoming,United States
1778,3.022,-11.226,18.093,Yaroslavl',Russia
1779,10.456,-2.927,20.399,Adygey,Russia
1779,10.336,6.129,13.447,Alabama,United States
1779,-0.051,-19.66,14.039,Alberta,Canada
1779,7.47,2.651,11.692,Arkansas,United States
1779,-1.612,-16.281,11.541,Arkhangel'Sk,Russia
1779,-0.649,-3.424,2.126,Astrakhan',Russia
1779,2.112,-17.019,17.034,Bashkortostan,Russia
1779,7.006,-9.828,19.004,Belgorod,Russia
1779,6.531,-9.284,17.764,Bryansk,Russia
1779,1.533,-0.891,3.957,Chechnya,Russia
1779,-10.222,-13.787,-6.656,Chelyabinsk,Russia
1779,3.862,-14.275,17.898,Chuvash,Russia
1779,5.051,-7.844,17.086,City Of St. Petersburg,Russia
1779,0.236,-2.996,2.51,Connecticut,United States
1779,3.125,0.708,5.541,Dagestan,Russia
1779,3.508,0.033,5.545,Delaware,United States
1779,3.152,-0.853,5.399,District Of Columbia,United States
1779,,,,Florida,United States
1779,11.214,7.209,13.881,Georgia (State),United States
1779,11.147,-4.785,23.147,Illinois,United States
1779,0.825,-3.885,4.878,Indiana,United States
1779,1.011,-1.355,3.376,Ingush,Russia
1779,8.865,-9.233,22.274,Iowa,United States
1779,4.033,-12.598,16.867,Ivanovo,Russia
1779,0.533,-1.777,2.843,Kabardin Balkar,Russia
1779,8.079,-5.27,18.893,Kaliningrad,Russia
1779,9.836,-7.502,23.354,Kalmyk,Russia
1779,5.426,-10.59,17.076,Kaluga,Russia
1779,1.854,-3.492,7.065,Kansas,United States
1779,8.826,-4.811,18.934,Karachay Cherkess,Russia
1779,1.848,-12.486,15.054,Karelia,Russia
1779,4.295,-0.226,7.863,Kentucky,United States
1779,1.863,-16.041,16.312,Kirov,Russia
1779,-2.145,-19.797,13.546,Komi,Russia
1779,0.813,-17.31,15.797,Komi Permyak,Russia
1779,2.772,-14.196,16.211,Kostroma,Russia
1779,10.836,-3.3,21.426,Krasnodar,Russia
1779,-11.091,-14.922,-7.26,Kurgan,Russia
1779,6.46,-9.924,18.185,Kursk,Russia
1779,4.26,-9.601,16.218,Leningrad,Russia
1779,5.724,-11.236,18.109,Lipetsk,Russia
1779,,,,Louisiana,United States
1779,-6.539,-10.741,-3.831,Maine,United States
1779,-3.036,-26.395,14.726,Manitoba,Canada
1779,3.143,-14.731,17.232,Mariy El,Russia
1779,3.709,-0.046,5.641,Maryland,United States
1779,-1.676,-5.331,0.545,Massachusetts,United States
1779,6.803,-8.398,18.919,Michigan,United States
1779,4.6,-15.398,19.214,Minnesota,United States
1779,10.639,6.311,14.079,Mississippi,United States
1779,2.291,-2.971,7.297,Missouri,United States
1779,5.075,-10.511,17.514,Montana,United States
1779,4.388,-13.205,17.545,Mordovia,Russia
1779,4.991,-10.964,16.74,Moscow City,Russia
1779,4.921,-11.233,16.856,Moskva,Russia
1779,-0.594,-12.775,11.567,Murmansk,Russia
1779,9.163,-7.333,22.48,Nebraska,United States
1779,-4.452,-18.975,9.801,Nenets,Russia
1779,-7.605,-11.967,-4.418,New Brunswick,Canada
1779,-4.702,-8.717,-2.595,New Hampshire,United States
1779,1.76,-1.916,3.753,New Jersey,United States
1779,-3.098,-6.87,-0.872,New York,United States
1779,-14.098,-18.422,-9.868,Newfoundland And Labrador,Canada
1779,3.87,-13.503,17.259,Nizhegorod,Russia
1779,7.7,3.818,9.962,North Carolina,United States
1779,4.211,-15.969,19.297,North Dakota,United States
1779,0.13,-2.141,2.402,North Ossetia,Russia
1779,-9.351,-31.841,10.845,Northwest Territories,Canada
1779,-3.577,-6.553,-2.015,Nova Scotia,Canada
1779,4.68,-10.191,16.51,Novgorod,Russia
1779,-13.814,-34.001,6.248,Nunavut,Canada
1779,0.674,-3.584,3.923,Ohio,United States
1779,,,,Oklahoma,United States
1779,0.047,-20.535,15.545,Ontario,Canada
1779,5.87,-10.525,17.727,Orel,Russia
1779,-8.349,-11.846,-4.851,Orenburg,Russia
1779,-0.274,-4.124,2.062,Pennsylvania,United States
1779,4.68,-13.308,18.119,Penza,Russia
1779,0.385,-18.382,15.682,Perm',Russia
1779,-5.396,-8.842,-3.146,Prince Edward Island,Canada
1779,5.763,-8.384,17.274,Pskov,Russia
1779,0.243,-2.989,2.557,Rhode Island,United States
1779,8.862,-7.945,21.403,Rostov,Russia
1779,4.968,-12.164,17.554,Ryazan',Russia
1779,4.033,-15.364,18.912,Samara,Russia
1779,5.448,-13.546,19.95,Saratov,Russia
1779,-0.717,-22.859,15.658,Saskatchewan,Canada
1779,5.566,-9.763,16.926,Smolensk,Russia
1779,10.431,6.494,12.856,South Carolina,United States
1779,7.046,-11.102,21.358,South Dakota,United States
1779,9.697,-6.01,21.542,Stavropol',Russia
1779,-12.186,-15.979,-8.392,Sverdlovsk,Russia
1779,5.445,-11.996,18.204,Tambov,Russia
1779,3.202,-15.371,17.753,Tatarstan,Russia
1779,6.183,1.739,9.626,Tennessee,United States
1779,5.268,-11.163,17.283,Tula,Russia
1779,4.635,-10.815,16.392,Tver',Russia
1779,2.054,-16.329,16.819,Udmurt,Russia
1779,3.988,-14.668,18.225,Ul'Yanovsk,Russia
1779,-5.177,-9.194,-2.912,Vermont,United States
1779,4.964,0.967,7.323,Virginia,United States
1779,4.58,-12.253,17.228,Vladimir,Russia
1779,7.284,-10.915,21.051,Volgograd,Russia
1779,2.461,-13.779,15.627,Vologda,Russia
1779,6.707,-10.691,19.267,Voronezh,Russia
1779,2.561,-1.496,5.226,West Virginia,United States
1779,6.138,-11.643,19.407,Wisconsin,United States
1779,8.401,-7.341,17.432,Wyoming,United States
1779,3.695,-12.627,16.381,Yaroslavl',Russia
1780,10.515,-2.077,22.668,Adygey,Russia
1780,,,,Alabama,United States
1780,3.773,-16.767,17.13,Alberta,Canada
1780,,,,Arkansas,United States
1780,-1.788,-17.41,14.306,Arkhangel'Sk,Russia
1780,9.637,-8.322,26.894,Astrakhan',Russia
1780,2.607,-16.85,20.438,Bashkortostan,Russia
1780,6.39,-10.126,21.568,Belgorod,Russia
1780,5.368,-10.259,19.651,Bryansk,Russia
1780,9.191,-4.579,22.411,Chechnya,Russia
1780,2.402,-17.499,20.378,Chelyabinsk,Russia
1780,3.791,-15.01,21.36,Chuvash,Russia
1780,3.486,-10.861,17.738,City Of St. Petersburg,Russia
1780,,,,Connecticut,United States
1780,10.718,-2.826,24.174,Dagestan,Russia
1780,,,,Delaware,United States
1780,,,,District Of Columbia,United States
1780,,,,Florida,United States
1780,,,,Georgia (State),United States
1780,14.14,-3.09,26.107,Illinois,United States
1780,,,,Indiana,United States
1780,8.307,-4.928,20.876,Ingush,Russia
1780,12.156,-7.08,25.291,Iowa,United States
1780,3.411,-14.315,20.043,Ivanovo,Russia
1780,8.144,-5.357,20.943,Kabardin Balkar,Russia
1780,6.239,-6.881,18.04,Kaliningrad,Russia
1780,10.052,-6.956,26.55,Kalmyk,Russia
1780,4.303,-12.167,19.41,Kaluga,Russia
1780,,,,Kansas,United States
1780,8.992,-3.977,21.333,Karachay Cherkess,Russia
1780,0.76,-15.317,16.978,Karelia,Russia
1780,,,,Kentucky,United States
1780,1.912,-16.821,19.723,Kirov,Russia
1780,-1.871,-20.198,16.711,Komi,Russia
1780,1.107,-17.704,19.177,Komi Permyak,Russia
1780,2.333,-15.741,19.412,Kostroma,Russia
1780,10.809,-2.527,23.768,Krasnodar,Russia
1780,2.303,-18.544,20.906,Kurgan,Russia
1780,5.614,-10.562,20.45,Kursk,Russia
1780,2.868,-12.393,17.596,Leningrad,Russia
1780,5.09,-12.054,20.924,Lipetsk,Russia
1780,,,,Louisiana,United States
1780,,,,Maine,United States
1780,1.235,-22.116,18.119,Manitoba,Canada
1780,3.066,-15.621,20.67,Mariy El,Russia
1780,,,,Maryland,United States
1780,,,,Massachusetts,United States
1780,9.593,-6.376,21.905,Michigan,United States
1780,8.225,-12.517,22.367,Minnesota,United States
1780,,,,Mississippi,United States
1780,,,,Missouri,United States
1780,8.483,-7.933,20.548,Montana,United States
1780,4.1,-14.078,20.917,Mordovia,Russia
1780,3.904,-13.05,19.479,Moscow City,Russia
1780,3.914,-13.232,19.735,Moskva,Russia
1780,-1.177,-14.783,13.485,Murmansk,Russia
1780,12.503,-5.15,25.464,Nebraska,United States
1780,-4.149,-19.225,12.714,Nenets,Russia
1780,,,,New Brunswick,Canada
1780,,,,New Hampshire,United States
1780,,,,New Jersey,United States
1780,,,,New York,United States
1780,,,,Newfoundland And Labrador,Canada
1780,3.552,-14.675,20.612,Nizhegorod,Russia
1780,,,,North Carolina,United States
1780,8.003,-12.914,22.45,North Dakota,United States
1780,7.439,-5.377,19.54,North Ossetia,Russia
1780,-5.664,-29.343,13.858,Northwest Territories,Canada
1780,,,,Nova Scotia,Canada
1780,3.271,-12.712,18.323,Novgorod,Russia
1780,-10.691,-31.24,9.315,Nunavut,Canada
1780,,,,Ohio,United States
1780,,,,Oklahoma,United States
1780,3.492,-17.433,18.791,Ontario,Canada
1780,4.976,-11.462,20.068,Orel,Russia
1780,4.011,-16.562,22.824,Orenburg,Russia
1780,,,,Pennsylvania,United States
1780,4.472,-13.918,21.489,Penza,Russia
1780,0.805,-18.515,19.068,Perm',Russia
1780,,,,Prince Edward Island,Canada
1780,4.106,-10.818,18.198,Pskov,Russia
1780,,,,Rhode Island,United States
1780,8.751,-7.595,24.348,Rostov,Russia
1780,4.347,-13.427,20.748,Ryazan',Russia
1780,4.24,-15.563,22.392,Samara,Russia
1780,5.488,-13.714,23.351,Saratov,Russia
1780,3.402,-19.286,18.892,Saskatchewan,Canada
1780,4.194,-11.53,18.709,Smolensk,Russia
1780,,,,South Carolina,United States
1780,10.575,-8.511,24.422,South Dakota,United States
1780,9.877,-5.302,24.423,Stavropol',Russia
1780,0.929,-19.155,19.375,Sverdlovsk,Russia
1780,5.022,-12.685,21.412,Tambov,Russia
1780,3.386,-15.764,21.243,Tatarstan,Russia
1780,,,,Tennessee,United States
1780,4.367,-12.54,19.974,Tula,Russia
1780,3.366,-13.098,18.71,Tver',Russia
1780,2.296,-16.74,20.297,Udmurt,Russia
1780,4.024,-15.103,21.704,Ul'Yanovsk,Russia
1780,,,,Vermont,United States
1780,,,,Virginia,United States
1780,3.892,-13.919,20.423,Vladimir,Russia
1780,7.244,-10.852,24.328,Volgograd,Russia
1780,1.769,-15.767,18.479,Vologda,Russia
1780,6.291,-11.007,22.223,Voronezh,Russia
1780,,,,West Virginia,United States
1780,9.388,-9.247,22.5,Wisconsin,United States
1780,8.319,-7.155,20.391,Wyoming,United States
1780,2.846,-14.725,19.328,Yaroslavl',Russia
1781,9.948,-1.518,22.455,Adygey,Russia
1781,17.126,7.903,27.256,Alabama,United States
1781,-2.919,-13.652,6.305,Alberta,Canada
1781,15.584,4.863,27.197,Arkansas,United States
1781,-2.562,-16.126,11.726,Arkhangel'Sk,Russia
1781,8.791,-7.656,25.309,Astrakhan',Russia
1781,1.495,-15.769,18.187,Bashkortostan,Russia
1781,6.224,-8.985,21.369,Belgorod,Russia
1781,5.627,-8.789,20.268,Bryansk,Russia
1781,8.345,-4.141,21.19,Chechnya,Russia
1781,1.226,-16.483,18.187,Chelyabinsk,Russia
1781,3,-13.665,19.054,Chuvash,Russia
1781,3.851,-8.839,17.775,City Of St. Petersburg,Russia
1781,9.289,-0.699,22.214,Connecticut,United States
1781,9.829,-2.705,22.813,Dagestan,Russia
1781,12.132,2.187,24.728,Delaware,United States
1781,12.141,1.381,25.202,District Of Columbia,United States
1781,21.51,15.573,28.043,Florida,United States
1781,17.606,8.741,27.278,Georgia (State),United States
1781,10.952,-2.207,24.846,Illinois,United States
1781,11.005,-1.24,24.562,Indiana,United States
1781,7.466,-4.455,19.845,Ingush,Russia
1781,8.706,-6.677,23.912,Iowa,United States
1781,2.996,-12.583,17.824,Ivanovo,Russia
1781,7.377,-4.614,20.044,Kabardin Balkar,Russia
1781,7.21,-5.395,20.822,Kaliningrad,Russia
1781,9.278,-6.332,25.102,Kalmyk,Russia
1781,4.426,-10.468,19.251,Kaluga,Russia
1781,9.649,0.282,18.447,Kansas,United States
1781,8.324,-3.5,20.796,Karachay Cherkess,Russia
1781,0.593,-13.412,14.8,Karelia,Russia
1781,13.071,2.312,25.408,Kentucky,United States
1781,0.989,-15.453,17.101,Kirov,Russia
1781,-2.934,-19.033,14.093,Komi,Russia
1781,0.039,-16.492,16.579,Komi Permyak,Russia
1781,1.754,-14.083,16.904,Kostroma,Russia
1781,10.301,-2.034,23.569,Krasnodar,Russia
1781,0.09,-17.593,18.807,Kurgan,Russia
1781,5.612,-9.272,20.611,Kursk,Russia
1781,3.079,-10.336,17.036,Leningrad,Russia
1781,4.841,-10.998,20.211,Lipetsk,Russia
1781,,,,Louisiana,United States
1781,4.568,-8.172,19.097,Maine,United States
1781,-5.118,-17.55,5.385,Manitoba,Canada
1781,2.253,-14.208,18.214,Mariy El,Russia
1781,12.354,2.12,24.935,Maryland,United States
1781,7.892,-2.796,21.431,Massachusetts,United States
1781,6.687,-5.838,20.666,Michigan,United States
1781,4.536,-12.647,20.879,Minnesota,United States
1781,17.549,8.372,27.689,Mississippi,United States
1781,12.369,-0.577,25.867,Missouri,United States
1781,2.654,-5.481,10.178,Montana,United States
1781,3.5,-12.91,18.875,Mordovia,Russia
1781,3.923,-11.162,18.633,Moscow City,Russia
1781,3.857,-11.378,18.654,Moskva,Russia
1781,-1.737,-13.914,11.132,Murmansk,Russia
1781,6.402,-2.929,15.239,Nebraska,United States
1781,-5.214,-18.945,10.212,Nenets,Russia
1781,3.875,-9.516,18.776,New Brunswick,Canada
1781,5.868,-6.03,20.271,New Hampshire,United States
1781,10.878,0.417,23.977,New Jersey,United States
1781,7.434,-4.185,21.484,New York,United States
1781,-1.776,-16.209,13.208,Newfoundland And Labrador,Canada
1781,2.925,-13.15,18.314,Nizhegorod,Russia
1781,14.925,5.463,25.856,North Carolina,United States
1781,1.602,-9.148,11.214,North Dakota,United States
1781,6.641,-4.636,18.693,North Ossetia,Russia
1781,-12.423,-26.027,0.709,Northwest Territories,Canada
1781,5.788,-5.24,18.246,Nova Scotia,Canada
1781,3.547,-10.65,17.787,Novgorod,Russia
1781,-15.438,-27.324,-3.754,Nunavut,Canada
1781,10.487,-0.835,23.764,Ohio,United States
1781,,,,Oklahoma,United States
1781,0.051,-17.501,17.346,Ontario,Canada
1781,4.967,-10.075,20.057,Orel,Russia
1781,2.928,-15.672,20.727,Orenburg,Russia
1781,9.335,-1.268,22.588,Pennsylvania,United States
1781,3.853,-12.984,19.576,Penza,Russia
1781,-0.313,-17.371,16.571,Perm',Russia
1781,5.078,-7.168,18.805,Prince Edward Island,Canada
1781,4.637,-9.032,18.766,Pskov,Russia
1781,9.241,-0.7,22.124,Rhode Island,United States
1781,8.227,-6.928,23.468,Rostov,Russia
1781,4.009,-12.053,19.342,Ryazan',Russia
1781,3.309,-14.68,20.218,Samara,Russia
1781,4.723,-13.032,21.468,Saratov,Russia
1781,-3.357,-15.192,6.797,Saskatchewan,Canada
1781,4.535,-9.72,19.078,Smolensk,Russia
1781,17.146,8.012,27.379,South Carolina,United States
1781,4.4,-5.536,13.662,South Dakota,United States
1781,9.169,-4.672,23.323,Stavropol',Russia
1781,-0.26,-18.099,16.999,Sverdlovsk,Russia
1781,4.592,-11.786,20.11,Tambov,Russia
1781,2.431,-14.588,18.878,Tatarstan,Russia
1781,14.153,4.049,25.71,Tennessee,United States
1781,4.293,-10.975,19.375,Tula,Russia
1781,3.525,-11.104,17.999,Tver',Russia
1781,1.277,-15.476,17.776,Udmurt,Russia
1781,3.203,-14.073,19.55,Ul'Yanovsk,Russia
1781,5.652,-6.447,20.131,Vermont,United States
1781,12.983,2.895,24.862,Virginia,United States
1781,3.549,-12.209,18.562,Vladimir,Russia
1781,6.596,-10.26,22.762,Volgograd,Russia
1781,1.366,-13.948,15.902,Vologda,Russia
1781,5.923,-10.052,21.379,Voronezh,Russia
1781,11.125,0.859,23.316,West Virginia,United States
1781,6.039,-8.857,21.14,Wisconsin,United States
1781,2.699,-5.303,10.359,Wyoming,United States
1781,2.594,-12.839,17.317,Yaroslavl',Russia
1782,9.463,-4.628,22.359,Adygey,Russia
1782,16.699,5.405,28.081,Alabama,United States
1782,-1.137,-20.277,14.892,Alberta,Canada
1782,15.184,2.001,27.979,Arkansas,United States
1782,-2.435,-18.048,12.78,Arkhangel'Sk,Russia
1782,8.42,-10.689,24.925,Astrakhan',Russia
1782,1.317,-18.357,17.828,Bashkortostan,Russia
1782,5.638,-12.769,20.319,Belgorod,Russia
1782,4.803,-12.503,18.609,Bryansk,Russia
1782,7.941,-6.864,21.785,Chechnya,Russia
1782,1.046,-18.617,17.887,Chelyabinsk,Russia
1782,2.832,-16.923,18.784,Chuvash,Russia
1782,2.827,-12.413,15.585,City Of St. Petersburg,Russia
1782,8.65,-4.711,21.965,Connecticut,United States
1782,9.436,-5.336,23.463,Dagestan,Russia
1782,11.525,-1.425,24.598,Delaware,United States
1782,11.55,-2.229,24.873,District Of Columbia,United States
1782,21.101,13.259,29.225,Florida,United States
1782,17.158,6.406,27.976,Georgia (State),United States
1782,10.492,-5.702,24.966,Illinois,United States
1782,10.515,-4.899,24.578,Indiana,United States
1782,7.06,-7.156,20.448,Ingush,Russia
1782,8.28,-10.068,23.928,Iowa,United States
1782,2.709,-15.809,17.525,Ivanovo,Russia
1782,6.952,-7.441,20.44,Kabardin Balkar,Russia
1782,5.799,-7.54,17.766,Kaliningrad,Russia
1782,8.88,-9.397,24.894,Kalmyk,Russia
1782,3.717,-14.251,17.816,Kaluga,Russia
1782,11.108,-4.102,25.693,Kansas,United States
1782,7.87,-6.495,20.929,Karachay Cherkess,Russia
1782,0.507,-14.969,15.119,Karelia,Russia
1782,12.587,-1.191,25.714,Kentucky,United States
1782,0.974,-17.595,16.881,Kirov,Russia
1782,-2.783,-20.068,14.344,Komi,Russia
1782,0.062,-17.908,16.379,Komi Permyak,Russia
1782,1.588,-16.661,16.708,Kostroma,Russia
1782,9.806,-5.244,23.297,Krasnodar,Russia
1782,0.951,-19.277,18.502,Kurgan,Russia
1782,4.951,-13.176,19.251,Kursk,Russia
1782,2.241,-13.656,15.225,Leningrad,Russia
1782,4.34,-14.804,19.251,Lipetsk,Russia
1782,,,,Louisiana,United States
1782,3.994,-12.33,18.614,Maine,United States
1782,-4.82,-27.327,15.464,Manitoba,Canada
1782,2.139,-17.074,17.958,Mariy El,Russia
1782,11.769,-1.407,24.78,Maryland,United States
1782,7.262,-7.12,20.902,Massachusetts,United States
1782,6.177,-9.56,20.853,Michigan,United States
1782,4.11,-16.309,20.884,Minnesota,United States
1782,17.145,5.665,28.602,Mississippi,United States
1782,11.949,-3.731,26.253,Missouri,United States
1782,3.81,-11.103,18.359,Montana,United States
1782,3.224,-16.402,18.626,Mordovia,Russia
1782,3.328,-14.821,17.474,Moscow City,Russia
1782,3.308,-15.019,17.641,Moskva,Russia
1782,-1.414,-14.357,13.213,Murmansk,Russia
1782,7.896,-7.993,23.244,Nebraska,United States
1782,-4.975,-20.525,12.306,Nenets,Russia
1782,3.34,-13.392,18.427,New Brunswick,Canada
1782,5.252,-10.462,19.478,New Hampshire,United States
1782,10.255,-3.435,23.621,New Jersey,United States
1782,6.817,-8.444,20.947,New York,United States
1782,-2.203,-19.373,13.881,Newfoundland And Labrador,Canada
1782,2.721,-16.308,18.089,Nizhegorod,Russia
1782,14.411,2.752,26.155,North Carolina,United States
1782,2.802,-16.744,20.05,North Dakota,United States
1782,6.222,-7.358,19.203,North Ossetia,Russia
1782,-11.18,-32.404,11.708,Northwest Territories,Canada
1782,5.273,-7.913,18.982,Nova Scotia,Canada
1782,2.61,-13.908,15.81,Novgorod,Russia
1782,-16.465,-34.622,7.095,Nunavut,Canada
1782,9.955,-4.751,23.693,Ohio,United States
1782,,,,Oklahoma,United States
1782,-0.431,-21.713,17.061,Ontario,Canada
1782,4.326,-14.079,18.684,Orel,Russia
1782,2.69,-18.585,20.385,Orenburg,Russia
1782,8.742,-5.534,22.261,Pennsylvania,United States
1782,3.543,-16.471,19.309,Penza,Russia
1782,-0.345,-18.657,16.328,Perm',Russia
1782,4.566,-10.168,19.126,Prince Edward Island,Canada
1782,3.467,-12.173,16.164,Pskov,Russia
1782,8.604,-4.718,21.891,Rhode Island,United States
1782,7.771,-10.297,23.016,Rostov,Russia
1782,3.607,-15.79,18.704,Ryazan',Russia
1782,3.097,-17.86,19.87,Samara,Russia
1782,4.418,-16.356,21.123,Saratov,Russia
1782,-2.108,-23.602,16.471,Saskatchewan,Canada
1782,3.632,-13.475,17.164,Smolensk,Russia
1782,16.664,5.562,27.833,South Carolina,United States
1782,5.648,-11.819,22.114,South Dakota,United States
1782,8.737,-7.697,23.47,Stavropol',Russia
1782,-0.324,-19.377,16.77,Sverdlovsk,Russia
1782,4.182,-15.436,19.521,Tambov,Russia
1782,2.292,-17.692,18.532,Tatarstan,Russia
1782,13.692,0.875,26.215,Tennessee,United States
1782,3.716,-14.939,18.261,Tula,Russia
1782,2.762,-14.547,16.444,Tver',Russia
1782,1.216,-17.926,17.47,Udmurt,Russia
1782,2.982,-17.347,19.235,Ul'Yanovsk,Russia
1782,5.036,-10.901,19.359,Vermont,United States
1782,12.436,-0.233,24.908,Virginia,United States
1782,3.2,-15.674,18.108,Vladimir,Russia
1782,6.218,-13.619,22.449,Volgograd,Russia
1782,1.128,-16.371,15.699,Vologda,Russia
1782,5.446,-13.713,20.618,Voronezh,Russia
1782,10.581,-2.69,23.409,West Virginia,United States
1782,5.575,-12.65,21.13,Wisconsin,United States
1782,3.818,-9.892,18.279,Wyoming,United States
1782,2.214,-15.953,16.722,Yaroslavl',Russia
1783,9.527,-5.323,21.813,Adygey,Russia
1783,16.475,4.129,26.487,Alabama,United States
1783,,,,Alberta,Canada
1783,14.979,0.643,26.345,Arkansas,United States
1783,-2.579,-20.694,11.497,Arkhangel'Sk,Russia
1783,8.366,-12.338,24.815,Astrakhan',Russia
1783,1.121,-21.234,18.508,Bashkortostan,Russia
1783,6.005,-12.906,21.319,Belgorod,Russia
1783,5.509,-12.232,19.971,Bryansk,Russia
1783,9.402,-8.448,20.905,Chechnya,Russia
1783,3.196,-21.745,18.351,Chelyabinsk,Russia
1783,2.814,-19.054,19.899,Chuvash,Russia
1783,3.857,-13.037,17.073,City Of St. Petersburg,Russia
1783,8.309,-4.553,20.649,Connecticut,United States
1783,10.802,-6.759,22.491,Dagestan,Russia
1783,11.2,-1.501,23.241,Delaware,United States
1783,11.237,-2.375,23.492,District Of Columbia,United States
1783,20.885,11.805,27.728,Florida,United States
1783,16.92,5.245,26.474,Georgia (State),United States
1783,10.261,-6.456,23.402,Illinois,United States
1783,10.266,-5.506,23.055,Indiana,United States
1783,8.447,-8.779,19.55,Ingush,Russia
1783,8.072,-10.906,22.314,Iowa,United States
1783,2.953,-17.712,18.763,Ivanovo,Russia
1783,8.538,-9.045,19.656,Kabardin Balkar,Russia
1783,7.168,-6.064,18.787,Kaliningrad,Russia
1783,8.857,-10.805,24.462,Kalmyk,Russia
1783,4.354,-14.541,19.468,Kaluga,Russia
1783,,,,Kansas,United States
1783,7.883,-7.472,20.288,Karachay Cherkess,Russia
1783,0.761,-17.234,15.647,Karelia,Russia
1783,12.336,-1.954,24.189,Kentucky,United States
1783,0.845,-21.073,17.379,Kirov,Russia
1783,-3.077,-24.131,13.175,Komi,Russia
1783,-0.168,-22.014,16.249,Komi Permyak,Russia
1783,1.707,-19.395,17.633,Kostroma,Russia
1783,9.908,-5.696,22.886,Krasnodar,Russia
1783,3.202,-22.595,18.902,Kurgan,Russia
1783,5.448,-13.057,20.508,Kursk,Russia
1783,3.094,-14.827,16.431,Leningrad,Russia
1783,4.677,-15.112,20.622,Lipetsk,Russia
1783,,,,Louisiana,United States
1783,3.694,-12.486,17.313,Maine,United States
1783,,,,Manitoba,Canada
1783,2.104,-19.729,18.925,Mariy El,Russia
1783,11.457,-1.6,23.393,Maryland,United States
1783,6.926,-6.985,19.603,Massachusetts,United States
1783,5.926,-9.795,19.345,Michigan,United States
1783,3.912,-16.871,19.259,Minnesota,United States
1783,16.934,4.257,26.977,Mississippi,United States
1783,11.737,-4.806,24.64,Missouri,United States
1783,,,,Montana,United States
1783,3.33,-17.773,19.954,Mordovia,Russia
1783,3.887,-15.722,19.201,Moscow City,Russia
1783,3.821,-16.023,19.31,Moskva,Russia
1783,-1.568,-16.834,11.892,Murmansk,Russia
1783,,,,Nebraska,United States
1783,-5.33,-22.781,9.924,Nenets,Russia
1783,3.061,-13.808,17.02,New Brunswick,Canada
1783,4.927,-10.367,18.454,New Hampshire,United States
1783,9.923,-3.387,22.283,New Jersey,United States
1783,6.494,-8.295,19.669,New York,United States
1783,-2.419,-20.417,12.278,Newfoundland And Labrador,Canada
1783,2.812,-18.425,19.204,Nizhegorod,Russia
1783,14.136,2.041,24.678,North Carolina,United States
1783,,,,North Dakota,United States
1783,7.692,-9.108,18.334,North Ossetia,Russia
1783,,,,Northwest Territories,Canada
1783,5.002,-8.543,17.502,Nova Scotia,Canada
1783,3.526,-15.205,17.504,Novgorod,Russia
1783,,,,Nunavut,Canada
1783,9.682,-5.125,22.226,Ohio,United States
1783,,,,Oklahoma,United States
1783,-0.653,-21.752,15.646,Ontario,Canada
1783,4.834,-14.033,20.113,Orel,Russia
1783,4.847,-20.917,20.913,Orenburg,Russia
1783,8.43,-5.576,20.88,Pennsylvania,United States
1783,3.633,-17.624,20.541,Penza,Russia
1783,-0.59,-22.814,16.199,Perm',Russia
1783,4.297,-10.8,17.642,Prince Edward Island,Canada
1783,4.602,-12.715,17.832,Pskov,Russia
1783,8.263,-4.57,20.574,Rhode Island,United States
1783,7.887,-10.992,22.925,Rostov,Russia
1783,3.898,-16.632,20.196,Ryazan',Russia
1783,3.004,-19.87,20.81,Samara,Russia
1783,4.418,-17.688,21.965,Saratov,Russia
1783,,,,Saskatchewan,Canada
1783,4.477,-13.623,18.91,Smolensk,Russia
1783,16.407,4.616,26.344,South Carolina,United States
1783,,,,South Dakota,United States
1783,8.739,-8.939,22.896,Stavropol',Russia
1783,1.96,-23.315,16.418,Sverdlovsk,Russia
1783,4.396,-16.073,20.855,Tambov,Russia
1783,2.179,-20.12,19.491,Tatarstan,Russia
1783,13.453,-0.102,24.662,Tennessee,United States
1783,4.197,-15.255,19.866,Tula,Russia
1783,3.512,-15.689,18.215,Tver',Russia
